"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,42,0,0,0,94,96,0,0,83,0,16,0,77,0,0,0,0,0,88,0,0,0,0,0,59,0,100,11,22,0,12,0,98,0,0,4,53,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,43,80,0,0,1,0,31,31,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,69,0,66,0,0,0,77,0,0,0,0,0,69,76,0,0,0,0,0,9,0,42,0,0,27,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,68,0,0,0,85,22,0,0,0,0,0,0,90,40,0,0,0,0,0,0,0,0,54,22,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,22,0,0,40,0,95,0,0,0,0,0,0,57,0,0,67,0,0,0,0,0,0,10,0,0,0,49,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,12,0,34,0,0,0,0,0,35,0,0,71,27,64,0,0,0,0,95,59,0,59,69,7,0,0,66,69,0,0,0,11,0,0,0,0,0,0,0,0,0,0,47,0,0,0,47,0,0,0,0,0,0,0,7,0,86,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,71,31,0,12,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,45,0,0,74,0,0,0,67,0,0,0,0,0,2,0,0,0,33,0,0,77,0,0,72,0,57,11,0,76,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,47,15,0,53,76,76,70,100,0,0,65,76,0,37,40,0,0,0,0,32,51,0,4,0,62,0,0,0,77,98,0,0,0,0,34,0,0,0,52,0,0,0,0,67,0,0,0,0,19,0,41,0,0,0,0,0,55,18,0,21,0,66,66,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,50,0,0,0,0,0,0,0,0,0,0,22,92,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,88,0,0,0,0,29,58,0,0,0,54,0,0,0,0,0,3,0,60,0,0,26,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,63,5,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,7,0,0,27,0,0,0,36,0,17,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,79,0,0,0,0,0,45,0,59,22,0,0,72,36,0,30,0,56,0,41,0,0,75,60,5,63,0,0,0,0,0,0,0,0,0,0,3,49,0,63,29,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,27,0,18,0,0,57,15,96,10,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,87,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,45,84,0,21,0,0,63,11,0,0,0,0,0,33,0,0,0,0,42,0,78,0,0,0,80,97,0,52,51,0,0,72,0,0,43,0,0,41,0,0,23,0,41,0,0,82,0,85,49,30,0,0,0,0,69,86,0,0,0,36,0,0,0,0,0,0,0,52,0,0,0,0,0,86,36,0,58,2,0,0,0,0,84,39,0,0,58,0,99,80,0,0,0,0,0,0,85,0,0,0,28,17,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,91,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,92,0,69,81,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,23,0,0,30,19,0,27,0,13,0,92,0,16,0,0,0,0,48,0,51,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,34,0,100,0,53,0,0,0,0,60,21,0,0,47,0,0,0,47,0,0,0,0,0,0,0,0,0,0,60,0,0,0,7,0,46,88,81,93,0,0,0,0,0,12,0,0,0,0,0,0,0,55,0,0,49,0,0,0,0,0,0,0,0,58,0,0,61,70,0,37,0,0,0,0,0,0,0,11,7,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,100,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,70,0,0,17,0,0,6,0,0,0,0,0,0,73,0,17,0,0,0,0,0,24,0,0,0,0,0,0,51,0,68,0,0,81,58,0,81,0,0,0,28,69,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,51,45,0,0,0,57,98,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,0,34,5,94,0,0,0,0,0,54,0,41,0,0,0,6,67,0,96,0,0,0,0,0,0,0,94,0,39,0,0,0,0,0,0,0,0,0,56,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,13,0,59,0,0,0,0,0,0,0,0,0,0,60,26,0,0,0,0,0,0,0,0,0,0,0,0,21,0,14,0,0,9,0,11,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,50,82,0,0,0,0,0,0,0,0,0,82,0,91,81,0,0,37,0,0,0,0,0,0,5,0,65,0,0,56,0,0,91,0,14,0,0,0,9,0,0,0,0,0,0,70,0,0,0,0,80,24,100,39,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,55,0,15,0,0,0,10,2,58,0,67
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,99,0,0,0,39,84,0,0,0,0,0,22,0,0,0,94,11,29,0,0,0,0,0,0,0,0,0,71,78,0,0,0,0,0,0,0,0,0,27,35,0,0,0,51,0,0,0,56,0,0,0,0,0,47,15,0,0,0,0,23,33,88,0,50,0,14,71,0,0,90,0,0,0,0,0,56,36,0,27,87,93,48,60,0,0,86,0,99,0,0,0,17,0,0,59,57,43,0,0,0,54,41,0,84,0,0,30,0,75,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,66,12,0,0,0,0,99,82,0,0,0,78,0,0,81,0,0,11,0,0,0,0,89,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,72,0,0,0,0,0,44,0,0,0,50,0,0,0,0,33,0,0,18,0,0,0,75,0,0,0,0,0,0,67,0,0,0,0,13,88,0,0,8,0,5,0,0,0,0,10,0,0,0,0,0,0,49,0,0,0,0,0,64,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,0,0,42,14,0,0,69,0,7,43,0,83,12,9,0,0,0,0,0,0,0,0,0,0,57,0,0,86,0,0,62,0,0,0,13,0,98,0,0,40,0,0,0,0,0,0,34,0,0,3,65,35,89,0,0,0,49,0
"42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,69,0,6,11,0,0,0,0,39,0,0,91,0,0,0,0,42,0,0,0,0,0,73,0,0,0,24,0,64,12,88,0,9,0,0,23,0,48,93,0,0,0,16,0,0,0,0,81,19,0,0,0,0,31,0,37,40,50,10,0,0,0,0,0,51,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,47,0,0,24,39,0,0,0,25,0,0,0,63,0,0,48,0,0,0,0,0,0,89,94,0,91,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,31,0,0,0,0,44,0,0,0,47,0,0,0,0,62,19,0,0,0,0,0,0,0,0,67,70,72,0,0,70
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,44,90,0,0,0,0,0,49,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,44,0,51,0,51,0,0,95,0,79,0,0,0,0,0,0,0,13,0,0,0,0,91,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,63,0,0,0,0,0,0,71,0,0,0,0,0,0,66,0,0,16,0,0,0,16,0,0,0,72,0,0,0,0,0,0,0,0,72,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,68,0,0,0,0,92,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,18,32,0,0,67,0,0,0,0,63,40,0,0,30,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,81,0,0,60,0,0,0,0,7,0,84,0,0,0,20,88,0,18,0,10,0,93,0,83,87,0,0,0,0,42,0,35,0,19,0,0,30,0,74,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,14,0,0,83,0,0,52,0,28,0,0,0,0,34,28,38,0,97,75,0,0,0,0,41
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,54,76,0,72,0,0,0,11,31,0,60,0,0,7,93,0,0,17,0,0,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0,96,0,0,24,0,26,0,2,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,60,32,98,11,78,0,0,0,0,12,16,0,0,81,0,47,41,89,0,0,0,0,0,0,0,0,0,0,0,0,7,59,0,0,32,0,0,0,0,19,0,79,0,98,17,37,34,0,0,0,0,0,0,0,0,21,0,0,0,0,67,47,0,97,49,0,0,41,0,0,0,0,0,0,96,0,0,31,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,76,0,0,0,17,0,0,0,0,67,2,0,0,0,0,0,0,0,31,0,0,0,57,0,0,15,0,0,95,0,0,0,0,0,0,40,0,0,0,61,0,0,0,0,0,0,0,0,0,7,33,0,0,0,0,79,0,0,0,0,0,0,0,0,55,86,0,41,0,16,0,0,0,0,0,73,0,32,85,0,90,0,4,20,0,0,0,0,0,9,0,0,0,0,0,0,0,100,0,0,50,33,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,8,88,0,0,0,0,0,0,17,0,0,2,0,0,0,0,18,0,0,0,0,78,0,99,0,0,10,0,0,9,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,9,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,87,0,0,0,0,0,58,0,0,0,73,0,57,0,0,0,0,0,61,14,0,87,0,0,0,72,0,11,0,0,0,0,0,10,0,0,0,0,62,0,0,0,0,0,0,49,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,59,0,1,0,0,0,25,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,60,0,0,0,72,0,0,18,74,0,77,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,69,82,0,74,0,0,0,0,67
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,40,0,0,0,0,13,95,0,0,68,0,0,0,0,0,0,88,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,33,0,0,0,0,0,53,79,0,0,31,0,0,95,0,19,0,67,0,0,0,0,27,0,68,0,99,2,65,32,53,0,91,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,69,0,64,0,0,0,34,0,45,0,0,80,0,0,0,17,0,38,0,0,9,0,0,0,18,0,0,0,0,44,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,43,0,0,64,0,0,0,83,0,14,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,29,0,0,0,0,0,0,92,0,65,0,16,71,0,0,0,0,0,0,0,46,0,86,5,0,71,0,97,0,60,26,0,0,23,0,87,0,0,0,0,0,0,0,21,0,0,0,0,93,0,50,0,0,0,0,0,64,0,0,20,0,0,0,0,38,0,58,0,0,0,0,0,0,0,1,0,0,0,64,0,0,0,59,0,0,0,0,86,0,93,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,6,46,28,0,0,0
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,31,0,46,0,98,0,25,0,0,0,0,75,0,40,0,0,0,7,0,0,0,63,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34,63,0,0,0,0,0,0,0,80,0,0,0,79,0,0,0,0,0,0,15,0,0,0,0,0,0,0,57,74,0,0,0,0,0,67,0,0,0,72,9,87,22,0,0,100,29,0,0,0,97,36,0,0,0,76,0,12,0,28,0,0,0,46,0,0,56,0,14,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,44,86,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,92,18,0,0,4,98,0,3,0,0,0,0,0,78,0,0,11,0,0,0,0,0,0,64,0,53,0,0,46,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,17,0,0,80,16,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,65,0,0,0,45,25,0,0,0,0,3,0,17,33,0,0,0,0,0,0,0,0,13,0,40,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,13,0,0,0,0,36,0,17,0,0,92,0,0,0,70
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,77,0,0,0,0,74,0,97,0,0,0,58,0,0,0,15,83,4,0,0,0,1,0,77,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,79,99,0,0,0,45,88,0,0,0,7,0,0,29,0,0,0,0,0,0,0,0,0,20,0,0,21,0,0,94,72,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,56,0,0,0,27,0,0,0,0,0,0,0,0,98,6,0,0,0,0,0,0,0,0,37,0,0,53,0,0,0,0,0,0,0,0,0,10,0,0,80,0,0,88,91,0,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,58,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,97,0,0,53,0,0,0,0,0,0,0,64,0,0,42,90,0,0,2,0,26,0,40,0,0,0,53,0,81,0,53,53,0,0,0,0,33,73,9,0,0,0,0,0,60,0,0,4,0,0,11,0,0,0,0,0,0,0,35,0,42,0,0,0,97,0,46,0,0,0,0,0,0,46,0,0,87,0,0,87,0,0,61,52,0,10,0,0,47,0,4,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,79,3,66,0,48,58,9,17,0,100,0,38,0,0,0,29,0,0,0,0,41,22,0,0,0,0,0,87,0,57,0,0,0,56,0,0,0,0,0,0,0,0,0,56,88,0,0,0,0,48,0,0,0,0,0,60,0,0,9,52,0,0,34,0,0,0,67,0,0,52,0,0,24,29,0,0,0,0,43,44,0,0,0,0,0,0,0,0,53,0,74,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,83,0,0,0,0,94,0,0,0,0,6,0,0,0,0,0,0,0,0,0,57,0,0,0,0,24,0,0,0,81,0,0,0,22,0
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,25,0,0,0,5,0,0,98,0,0,0,0,0,0,0,0,0,62,0,94,0,0,0,0,0,0,77,0,65,0,78,83,17,0,0,40,0,36,0,0,0,0,0,0,0,0,41,98,0,5,18,0,0,0,0,58,0,0,0,0,0,0,85,0,0,0,0,75,0,0,59,0,0,0,0,0,0,0,0,0,0,0,99,0,48,0,0,0,0,0,0,0,0,0,0,73,0,0,0,98,0,0,0,0,0,18,57,1,0,0,0,42,68,0,0,0,0,0,27,0,0,0,0,8,0,0,0
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,44,73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,99,0,0,3,0,0,76,0,0,0,50,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,99,0,0,0,7,0,5,0,0,0,0,0,0,0,0,65,43,0,86,0,0,32,0,81,0,0,0,0,43,0,85,27,0,0,39,0,0,0,0,0,93,0,0,0,1,0,84,68,0,94,0,0,0,0,0,0,51
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,2,96,0,32,0,0,0,0,0,0,0,35,50,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,65,0,0,56,0,0,0,0,22,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,43,0,0,17,0,0,0,0,53,98,0,0,68,0,0,0,0,38,14,0,0,0,0,34,0,53,88,0,0,0,30,47,0,0,0,0,0,60,0,0,28,0,0,0,0,0,0,34,0,88,0,0,0,0,0,0,0,45,0,0,0,0,70,0,0,0,0,30,0
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,45,0,0,0,0,68,15,0,0,21,0,0,0,77,0,0,55,0,81,0,51,0,0,0,46,0,0,6,0,0,59,0,0,0,0,0,0,93,23,0,0,0,0,0,0,0,0,77,0,0,63,0,0,98,0,0,0,0,0,97,0,0,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,93,0,0,7,0,76,0,0,0,0,0,63,2,0,16,0,0,0,0,0,0,0,0,86,0,62,1,94,0,0,95,0,0,77,0,30,0,0,0,0,0,0,65,0,0,26,0,29,0,0,75,55,0,0,0,4,0,0,12,32,70
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,53,0,27,0,0,0,0,42,0,59,0,0,20,96,21,0,0,0,63,0,66,0,38,0,7,0,0,0,48,0,0,0,0,0,0,93,0,0,54,0,0,0,76,19,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,95,0,0,0,12,0,0,0,0,0,0,0,0,33,0,0,0,0,0,50,0,0,0,0,78,0,0,4,0,98,0,0,0,0,13,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,92,0,0,0,69,0,0,11,11,0,12,0,0,0,0,51,95
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,40,26,0,14,92,0,84,81,0,0,0,0,0,47,0,0,68,0,52,8,81,0,0,0,61,0,0,62,0,0,0,0,65,0,16,0,97,0,0,0,0,48,0,5,0,97,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,83,0,91,0,0,0,0,0,0,0,0,81,0,0,0,0,1,0,0,0,21,0,0,68,34,0,60,0,0,0,0,99,0,0,99,0,76,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,75,46,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,65,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,42,0,23,0,0,86,0,27,67,0,0,0,0,82,0,0,16,0,0,0,54,0,40,3,0,56,0,0,0,0,0,93,0,0,95,0,0,74,0,0,43,12,0,0,39,0,0,0,9,73,57,75,0,89,0,0,0,51,84,0,0,0,99,0,0,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,62,0,12,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,37,54,41,0,17,96,0,0,87,0
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,32,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,80,0,0,0,0,0,40,0,0,77,0,17,0,0,0,59,0,0,0,0,0,0,0,57,0,0,0,0,0,28,0,84,1,63,0,0,0,0,0,75,0,0,0,10,0,0,0,53,0,0,32,0,0,0,62,94,54,0,0,21,0,0,0,0,0,0,0,0,0,35,32,0,0,0,43,68,79,0,0,0,0,0,62,0,81,0,93,86,0,0,0,70,0,11,0,0
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,27,0,0,0,11,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,13,99,0,0,48,0,0,0,0,80,0,37,0,47,50,31,0,0,0,0,38,0,54,0,0,0,0,0,0,0,62,0,0,0,0,0,77,0,0,0,0,0,0,0,0,1,0,0,0,52,0,0,37,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,74,0,0,0,91,0,0,46,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,77,0,72,20,0,0,0,0,59,0,14,0,0,0,0,78,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,89,0,58,0,0,0,0,0,0,0,75,0,33,0,0,0,0,0,55,0,0,71,18,0,67,71,0,94,0,0,34,0,0,0,37,0,0,0,0,0,0,0,78,35,0,0,0,0,95,0,51,0,0,75,0,0,0,0,0,18,48,0,0,0,84,0,0,0,98,29,60,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
